Timestamp(ms),Corrente(mA)
196857,-29.30
196970,-33.80
197083,-29.60
197196,-29.30
197309,-29.20
197422,-35.30
197535,-29.60
197648,-29.90
197761,-29.30
197874,-29.30
197987,-29.20
198100,-34.10
198213,-29.40
198326,-34.40
198439,-29.50
198552,-34.10
198665,-29.60
198778,-33.10
198891,-29.60
199004,-29.30
199117,-34.10
199230,-29.40
199343,-29.20
199456,-29.40
199569,-34.50
199682,-34.10
199795,-29.50
199908,-31.10
200021,-29.40
200134,-29.30
200247,-29.60
200360,-35.40
200473,-33.70
200586,-34.30
200699,-33.70
200812,-35.20
200925,-33.30
201038,-29.80
201151,-32.60
201264,-34.20
201377,-29.60
201490,-35.30
201603,-29.50
201716,-29.30
201829,-29.50
201942,-29.30
202055,-29.30
202168,-34.10
202281,-29.40
202394,-29.40
202507,-29.30
202620,-33.80
202733,-33.70
202846,-35.40
202959,-34.20
203072,-29.60
203185,-29.60
203298,-30.20
203411,-35.10
203524,-29.80
203637,-36.90
203750,-38.20
203863,-29.30
203976,-34.30
204089,-35.30
204202,-34.30
204315,-32.30
204428,-30.00
204541,-35.40
204654,-33.70
204767,-29.40
204880,-34.20
204993,-29.30
205106,-29.60
205219,-29.50
205332,-32.20
205445,-33.60
205558,-30.00
205671,-29.10
205784,-37.80
205897,-38.20
206010,-29.10
206123,-35.10
206236,-29.30
206349,-35.30
206462,-33.80
206575,-29.30
206688,-33.90
206801,-34.20
206914,-29.40
207027,-29.50
207140,-38.10
207253,-34.10
207366,-29.50
207479,-29.50
207592,-29.20
207705,-35.30
207818,-32.50
207931,-29.40
208044,-33.20
208157,-29.20
208270,-29.30
208383,-29.30
208496,-29.30
208609,-29.40
208722,-29.20
208835,-35.00
208948,-35.00
209061,-32.70
209174,-35.10
209287,-34.90
209400,-29.20
209513,-29.40
209626,-33.50
209739,-29.40
209852,-33.30
209965,-29.40
210078,-34.80
210191,-29.40
210304,-34.20
210417,-29.40
210530,-29.90
210643,-33.80
210756,-35.00
210869,-34.30
210982,-29.60
211095,-32.40
211208,-30.10
211321,-29.50
211434,-37.80
211547,-38.30
211660,-33.80
211773,-34.20
211886,-29.20
211999,-33.70
212112,-29.20
212225,-29.50
212338,-29.60
212451,-31.70
212564,-35.30
212677,-29.50
212790,-29.10
212903,-35.00
213016,-33.80
213129,-29.40
213242,-34.20
213355,-33.80
213468,-33.90
213581,-34.20
213694,-29.40
213807,-35.00
213920,-34.90
214033,-29.40
214146,-29.50
214259,-29.40
214372,-29.30
214485,-29.50
214598,-34.70
214711,-33.30
214824,-35.00
214937,-34.30
215050,-35.20
215163,-29.40
215276,-29.50
215389,-29.40
215502,-34.90
215615,-29.10
215728,-30.00
215841,-34.80
215954,-35.50
216067,-29.60
216180,-29.50
216293,-32.50
216406,-29.50
216519,-34.50
216632,-29.30
216745,-29.20
216858,-30.00
216971,-29.20
217084,-29.40
217197,-29.40
217310,-29.30
217423,-35.10
217536,-35.20
217649,-29.40
217762,-29.20
217875,-29.70
217988,-29.70
218101,-34.70
218214,-35.10
218327,-29.30
218440,-29.50
218553,-32.20
218666,-29.40
218779,-35.20
218892,-29.40
219005,-29.50
219118,-33.80
219231,-33.60
219344,-29.30
219457,-32.40
219570,-29.50
219683,-32.80
219796,-34.10
219909,-35.10
220022,-33.80
220135,-33.80
220248,-34.80
220361,-34.10
220474,-35.00
220587,-29.70
220700,-34.90
220813,-33.40
220926,-34.20
221039,-29.60
221152,-29.60
221265,-29.30
221378,-34.10
221491,-35.20
221604,-35.10
221717,-29.30
221830,-29.50
221943,-35.10
222056,-29.30
222169,-33.80
222282,-34.90
222395,-35.20
222508,-30.10
222621,-33.80
222734,-29.60
222847,-34.90
222960,-32.50
223073,-34.00
223186,-30.70
223299,-29.40
223412,-29.40
223525,-34.10
223638,-29.60
223751,-33.80
223864,-29.40
223977,-34.90
224090,-29.60
224203,-35.10
224316,-33.90
224429,-33.90
224542,-33.90
224655,-35.40
224768,-34.20
224881,-29.50
224994,-38.60
225107,-29.40
225220,-34.90
225333,-29.80
225446,-34.70
225559,-33.90
225672,-34.70
225785,-33.70
225898,-29.80
226011,-29.40
226124,-35.10
226237,-34.50
226350,-29.40
226463,-29.20
226576,-34.20
226689,-33.40
226802,-35.10
226915,-29.20
227028,-39.10
227141,-35.00
227254,-29.40
227367,-35.30
227480,-29.50
227593,-35.30
227706,-29.40
227819,-33.60
227932,-29.30
228045,-34.60
228158,-29.50
228271,-29.80
228384,-35.10
228497,-29.20
228610,-35.00
228723,-34.40
228836,-35.40
228949,-32.40
229062,-35.00
229175,-29.60
229288,-33.80
229401,-29.40
229514,-35.00
229627,-35.40
229740,-29.30
229853,-33.80
229966,-34.60
230079,-34.30
230192,-29.40
230305,-34.90
230418,-29.80
230531,-29.50
230644,-35.10
230757,-29.10
230870,-29.40
230983,-29.30
231096,-29.00
231209,-29.60
231322,-28.90
231435,-34.20
231548,-29.60
231661,-29.50
231774,-29.50
231887,-38.10
232000,-38.80
232113,-29.50
232226,-29.40
232339,-34.20
232452,-29.50
232565,-29.40
232678,-29.60
232791,-29.60
232904,-29.60
233017,-29.50
233130,-29.30
233243,-29.30
233356,-29.40
233469,-29.20
233582,-29.40
233695,-34.20
233808,-29.90
233921,-34.90
234034,-29.60
234147,-29.40
234260,-32.70
234373,-35.00
234486,-29.30
234599,-32.90
234712,-33.80
234825,-29.30
234938,-33.70
235051,-34.40
235164,-29.10
235277,-29.40
235390,-35.20
235503,-29.30
235616,-29.20
235729,-35.40
235842,-29.30
235955,-34.70
236068,-34.90
236181,-29.30
236294,-34.20
236407,-33.80
236520,-29.30
236633,-29.50
236746,-34.20
236859,-29.00
236972,-29.30
237085,-29.50
237198,-34.50
237311,-29.30
237424,-29.40
237537,-29.80
237650,-35.10
237763,-29.30
237876,-29.80
237989,-34.30
238102,-29.20
238215,-29.50
238328,-30.20
238441,-29.50
238554,-35.30
238667,-29.40
238780,-29.50
238893,-34.20
239006,-29.20
239119,-29.50
239232,-30.00
239345,-29.40
239458,-29.80
239571,-29.30
239684,-29.60
239797,-29.60
239910,-33.90
240023,-29.50
240136,-29.30
240249,-32.60
240362,-35.20
240475,-35.40
240588,-33.20
240701,-33.80
240814,-39.10
240927,-33.70
241040,-33.40
241153,-29.50
241266,-29.30
241379,-29.20
241492,-34.30
241605,-29.40
241718,-33.90
241831,-29.40
241944,-33.90
242057,-32.30
242170,-32.20
242283,-33.70
242396,-29.10
242509,-34.20
242622,-33.90
242735,-35.40
242848,-33.80
242961,-29.50
243074,-29.20
243187,-29.50
243300,-29.30
243413,-29.30
243526,-35.10
243639,-29.30
243752,-29.40
243865,-29.40
243978,-34.70
244091,-29.20
244204,-33.60
244317,-29.50
244430,-29.60
244543,-34.20
244656,-33.80
244769,-29.40
244882,-35.40
244995,-29.20
245108,-33.60
245221,-35.30
245334,-29.80
245447,-33.50
245560,-29.30
245673,-29.60
245786,-29.80
245899,-29.50
246012,-29.60
246125,-29.30
246238,-29.90
246351,-29.50
246464,-29.80
246577,-29.80
246690,-35.40
246803,-29.20
246916,-29.50
247029,-29.60
247142,-34.30
247255,-38.80
247368,-35.10
247481,-35.60
247594,-34.70
247707,-35.50
247820,-29.50
247933,-34.80
248046,-34.30
248159,-29.30
248272,-29.60
248385,-29.40
248498,-30.00
248611,-29.50
248724,-35.20
248837,-29.60
248950,-29.60
249063,-32.20
249176,-29.30
249289,-29.30
249402,-29.30
249515,-34.90
249628,-32.60
249741,-34.40
249854,-35.50
249967,-30.20
250080,-35.20
250193,-29.50
250306,-35.30
250419,-29.40
250532,-29.30
250645,-29.50
250758,-38.60
250871,-34.70
250984,-29.30
251097,-29.40
251210,-33.70
251323,-29.30
251436,-35.30
251549,-29.80
251662,-35.50
251775,-29.20
251888,-29.60
252001,-35.10
252114,-33.90
252227,-29.50
252340,-29.40
252453,-29.70
252566,-29.30
252679,-29.40
252792,-29.50
252905,-28.80
253018,-34.50
253131,-32.10
253244,-34.30
253357,-29.40
253470,-30.80
253583,-29.30
253696,-34.40
253809,-29.70
253922,-34.10
254035,-33.10
254148,-33.90
254261,-29.40
254374,-29.40
254487,-29.50
254600,-29.30
254713,-29.20
254826,-35.20
254939,-29.20
255052,-35.40
255165,-29.40
255278,-29.80
255391,-35.10
255504,-35.30
255617,-35.20
255730,-33.90
255843,-29.50
255956,-29.50
256069,-34.10
256182,-32.20
256295,-34.50
256408,-29.60
256521,-29.80
256634,-35.30
256747,-34.00
256860,-29.20
256973,-29.40
257086,-35.20
257199,-35.50
257312,-33.80
257425,-29.40
257538,-29.90
257651,-32.80
257764,-29.40
257877,-33.50
257990,-29.30
258103,-29.30
258216,-29.60
258329,-33.90
258442,-33.70
258555,-34.20
258668,-29.90
258781,-38.30
258894,-29.60
259007,-35.00
259120,-35.40
259233,-33.20
259346,-29.40
259459,-32.10
259572,-35.10
259685,-29.40
259798,-29.80
259911,-29.40
260024,-35.60
260137,-29.50
260250,-33.90
260363,-29.20
260476,-29.80
260589,-29.20
260702,-29.30
260815,-29.30
260928,-29.60
261041,-35.00
261154,-32.80
261267,-29.80
261380,-29.40
261493,-29.90
261606,-29.40
261719,-33.70
261832,-29.30
261945,-35.30
262058,-33.90
262171,-34.90
262284,-35.00
262397,-29.50
262510,-29.60
262623,-35.20
262736,-33.30
262849,-35.20
262962,-34.40
263075,-29.60
263188,-29.70
263301,-29.50
263414,-38.00
263527,-38.40
263640,-29.60
263753,-29.60
263866,-29.40
263979,-29.60
264092,-29.50
264205,-35.00
264318,-29.60
264431,-33.80
264544,-34.90
264657,-29.60
264770,-29.80
264883,-35.10
264996,-34.30
265109,-34.90
265222,-29.60
265335,-29.50
265448,-29.90
265561,-29.20
265674,-36.90
265787,-37.80
265900,-33.70
266013,-29.30
266126,-29.60
266239,-29.50
266352,-29.70
266465,-32.50
266578,-34.00
266691,-34.30
266804,-33.70
266917,-29.40
267030,-29.60
267143,-33.00
267256,-35.00
267369,-35.50
267482,-33.80
267595,-29.30
267708,-29.80
267821,-29.60
267934,-33.80
268047,-29.40
268160,-29.60
268273,-29.50
268386,-32.10
268499,-33.90
268612,-35.10
268725,-29.50
268838,-37.80
268951,-37.90
269064,-29.40
269177,-33.90
269290,-33.70
269403,-29.80
269516,-29.30
269629,-29.30
269742,-29.50
269855,-29.50
269968,-29.80
270081,-29.70
270194,-29.40
270307,-32.80
270420,-29.20
270533,-29.40
270646,-33.70
270759,-34.20
270872,-31.00
270985,-33.80
271098,-29.70
271211,-29.60
271324,-34.20
271437,-29.40
271550,-34.30
271663,-33.70
271776,-35.10
271889,-33.70
272002,-33.70
272115,-33.80
272228,-34.70
272341,-29.10
272454,-29.40
272567,-37.60
272680,-38.20
272793,-29.40
272906,-29.10
273019,-29.40
273132,-35.50
273245,-35.30
273358,-34.00
273471,-30.60
273584,-29.20
273697,-30.70
273810,-29.40
273923,-33.80
274036,-29.20
274149,-38.80
274262,-29.30
274375,-29.50
274488,-30.00
274601,-29.30
274714,-29.40
274827,-29.30
274940,-29.60
275053,-33.70
275166,-29.20
275279,-38.30
275392,-38.30
275505,-29.30
275618,-29.90
275731,-29.60
275844,-29.20
275957,-29.30
276070,-34.00
276183,-29.30
276296,-29.30
276409,-29.40
276522,-29.30
276635,-29.30
276748,-29.60
276861,-33.80
276974,-33.70
277087,-29.90
277200,-34.30
277313,-29.40
277426,-29.50
277539,-34.10
277652,-29.30
277765,-34.10
277878,-34.80
277991,-33.90
278104,-29.40
278217,-29.30
278330,-29.40
278443,-34.30
278556,-29.30
278669,-29.40
278782,-29.30
278895,-29.50
279008,-38.70
279121,-38.40
279234,-29.50
279347,-35.30
279460,-29.10
279573,-30.10
279686,-29.50
279799,-34.50
279912,-29.50
280025,-33.90
280138,-29.80
280251,-35.50
280364,-35.50
280477,-34.10
280590,-29.40
280703,-35.40
280816,-29.40
280929,-33.90
281042,-29.40
281155,-34.40
281268,-34.90
281381,-29.30
281494,-29.50
281607,-29.50
281720,-35.30
281833,-33.70
281946,-34.90
282059,-29.30
282172,-29.70
282285,-29.40
282398,-29.60
282511,-30.70
282624,-35.20
282737,-29.30
282850,-29.40
282963,-29.50
283076,-34.90
283189,-35.40
283302,-29.40
283415,-29.40
283528,-29.80
283641,-33.80
283754,-29.40
283867,-29.60
283980,-29.20
284093,-35.50
284206,-35.20
284319,-33.70
284432,-35.30
284545,-29.30
284658,-33.70
284771,-29.50
284884,-29.50
284997,-29.30
285110,-29.40
285223,-29.20
285336,-34.30
285449,-29.60
285562,-29.20
285675,-29.40
285788,-29.60
285901,-29.60
286014,-29.60
286127,-29.50
286240,-33.20
286353,-29.50
286466,-33.70
286579,-29.40
286692,-33.70
286805,-29.60
286918,-29.60
287031,-30.10
287144,-34.90
287257,-32.00
287370,-29.30
287483,-29.50
287596,-29.30
287709,-29.60
287822,-29.30
287935,-29.70
288048,-29.90
288161,-35.00
288274,-33.40
288387,-34.20
288500,-35.40
288613,-33.80
288726,-35.30
288839,-34.30
288952,-29.60
289065,-34.80
289178,-33.40
289291,-35.40
289404,-35.40
289517,-35.50
289630,-33.20
289743,-29.70
289856,-34.50
289969,-35.50
290082,-33.80
290195,-29.30
290308,-29.70
290421,-34.70
290534,-29.40
290647,-29.80
290760,-29.30
290873,-31.30
290986,-29.60
291099,-33.90
291212,-29.40
291325,-34.10
291438,-33.30
291551,-29.30
291664,-35.10
291777,-33.80
291890,-33.60
292003,-29.30
292116,-34.20
292229,-29.30
292342,-29.30
292455,-29.40
292568,-39.00
292681,-34.10
292794,-35.10
292907,-35.10
293020,-32.10
293133,-33.80
293246,-33.70
293359,-29.30
293472,-29.30
293585,-29.40
293698,-33.80
293811,-35.30
293924,-31.20
294037,-35.20
294150,-29.70
294263,-29.60
294376,-29.60
294489,-33.80
294602,-33.80
294715,-33.60
294828,-35.00
294941,-29.70
295054,-29.20
295167,-32.20
295280,-29.50
295393,-35.50
295506,-33.90
295619,-33.80
295732,-29.80
295845,-29.50
295958,-29.60
296071,-34.80
296184,-29.40
296297,-29.50
296410,-29.40
296523,-29.20
296636,-34.10
296749,-32.00
296862,-34.60
296975,-35.20
297088,-33.70
297201,-29.20
297314,-34.10
297427,-29.30
297540,-35.20
297653,-35.20
297766,-29.50
297879,-29.40
297992,-38.30
298105,-33.30
298218,-29.70
298331,-29.60
298444,-33.20
298557,-35.30
298670,-34.20
298783,-29.30
298896,-29.70
299009,-35.10
299122,-33.50
299235,-33.80
299348,-29.60
299461,-29.50
299574,-29.30
299687,-29.40
299800,-29.40
299913,-33.20
300026,-29.50
300139,-29.30
300252,-35.10
300365,-29.40
300478,-34.90
300591,-29.60
300704,-29.40
300817,-29.10
300930,-29.10
301043,-29.60
301156,-34.10
301269,-34.20
301382,-29.40
301495,-35.40
301608,-29.80
301721,-33.60
301834,-33.80
301947,-29.30
302060,-29.60
302173,-34.10
302286,-30.00
302399,-29.40
302512,-35.20
302625,-29.20
302738,-33.80
302851,-34.90
302964,-34.90
303077,-33.80
303190,-33.90
303303,-33.10
303416,-31.40
303529,-29.40
303642,-29.30
303755,-29.50
303868,-34.10
303981,-35.20
304094,-33.60
304207,-29.30
304320,-29.50
304433,-29.50
304546,-29.60
304659,-35.30
304772,-29.40
304885,-29.20
304998,-34.00
305111,-29.40
305224,-29.80
305337,-29.30
305450,-29.40
305563,-29.30
305676,-35.50
305789,-33.70
305902,-29.30
306015,-29.40
306128,-33.80
306241,-34.70
306354,-33.90
306467,-29.20
306580,-34.20
306693,-35.40
306806,-29.60
306919,-33.10
307032,-29.10
307145,-29.40
307258,-29.90
307371,-29.30
307484,-33.80
307597,-29.50
307710,-35.50
307823,-29.50
307936,-29.40
308049,-29.50
308162,-29.30
308275,-29.40
308388,-29.80
308501,-29.40
308614,-29.50
308727,-33.70
308840,-29.50
308953,-34.30
309066,-29.50
309179,-35.10
309292,-29.40
309405,-29.40
309518,-29.80
309631,-33.80
309744,-29.60
309857,-35.30
309970,-33.90
310083,-29.60
310196,-35.10
310309,-29.30
310422,-33.90
310535,-29.30
310648,-35.10
310761,-32.70
310874,-35.30
310987,-33.50
311100,-34.30
311213,-35.40
311326,-29.80
311439,-35.00
311552,-35.50
311665,-29.20
311778,-34.70
311891,-29.40
312004,-29.30
312117,-29.30
312230,-35.00
312343,-32.50
312456,-35.20
312569,-29.50
312682,-29.20
312795,-29.60
312908,-29.50
313021,-29.50
313134,-29.40
313247,-29.20
313360,-29.40
313473,-34.80
313586,-29.50
313699,-29.60
313812,-29.60
313925,-33.90
314038,-29.90
314151,-29.40
314264,-29.30
314377,-29.80
314490,-29.30
314603,-35.00
314716,-29.80
314829,-29.40
314942,-33.80
315055,-29.60
315168,-29.90
315281,-29.40
315394,-38.20
315507,-34.00
315620,-33.20
315733,-29.20
315846,-29.60
315959,-29.80
316072,-33.80
316185,-29.60
316298,-29.90
316411,-29.60
316524,-29.40
316637,-35.10
316750,-29.40
316863,-35.00
316976,-29.40
317089,-29.30
317202,-29.40
317315,-29.40
317428,-29.90
317541,-32.10
317654,-35.10
317767,-29.30
317880,-29.30
317993,-34.60
318106,-29.40
318219,-35.20
318332,-29.50
318445,-35.30
318558,-30.40
318671,-29.10
318784,-32.90
318897,-30.70
319010,-34.30
319123,-29.50
319236,-29.30
319349,-29.40
319462,-33.70
319575,-29.40
319688,-30.00
319801,-29.40
319914,-33.80
320027,-29.60
320140,-29.30
320253,-33.80
320366,-33.80
320479,-34.40
320592,-35.50
320705,-29.40
320818,-30.00
320931,-29.80
321044,-35.10
321157,-29.30
321270,-29.40
321383,-29.10
321496,-29.50
321609,-29.60
321722,-29.30
321835,-29.30
321948,-35.20
322061,-29.40
322174,-29.50
322287,-35.10
322400,-32.10
322513,-29.20
322626,-34.50
322739,-29.70
322852,-29.50
322965,-37.80
323078,-30.00
323191,-29.60
323304,-35.10
323417,-29.30
323530,-29.50
323643,-29.50
323756,-32.10
323869,-29.40
323982,-29.40
324095,-34.70
324208,-29.80
324321,-29.30
324434,-29.30
324547,-32.60
324660,-34.50
324773,-35.30
324886,-29.50
324999,-35.40
325112,-34.80
325225,-29.30
325338,-29.80
325451,-29.40
325564,-29.50
325677,-29.60
325790,-29.30
325903,-30.80
326016,-34.10
326129,-29.40
326242,-34.20
326355,-29.20
326468,-29.80
326581,-29.30
326694,-33.20
326807,-33.70
326920,-29.50
327033,-34.30
327146,-29.50
327259,-29.50
327372,-29.40
327485,-29.50
327598,-29.80
327711,-38.10
327824,-38.90
327937,-35.40
328050,-33.80
328163,-34.20
328276,-33.70
328389,-29.30
328502,-34.10
328615,-34.40
328728,-29.50
328841,-29.50
328954,-33.90
329067,-33.90
329180,-34.20
329293,-33.90
329406,-33.70
329519,-29.30
329632,-35.20
329745,-29.80
329858,-32.20
329971,-33.70
330084,-29.20
330197,-34.00
330310,-29.40
330423,-29.20
330536,-34.60
330649,-29.40
330762,-34.90
330875,-29.60
330988,-34.80
331101,-32.20
331214,-29.50
331327,-29.50
331440,-35.10
331553,-35.30
331666,-35.40
331779,-29.60
331892,-29.60
332005,-33.80
332118,-29.90
332231,-33.90
332344,-35.40
332457,-29.30
332570,-29.20
332683,-29.40
332796,-32.80
332909,-34.90
333022,-29.40
333135,-34.40
333248,-33.90
333361,-35.00
333474,-29.30
333587,-29.30
333700,-29.50
333813,-35.10
333926,-29.30
334039,-29.30
334152,-38.10
334265,-33.90
334378,-29.90
334491,-35.00
334604,-35.30
334717,-29.40
334830,-33.90
334943,-29.50
335056,-35.10
335169,-29.20
335282,-33.70
335395,-35.20
335508,-30.00
335621,-29.20
335734,-35.10
335847,-29.20
335960,-35.30
336073,-35.00
336186,-29.60
336299,-29.20
336412,-33.30
336525,-33.70
336638,-34.90
336751,-29.30
336864,-29.30
336977,-35.10
337090,-35.10
337203,-29.30
337316,-29.40
337429,-34.50
337542,-35.40
337655,-29.30
337768,-29.80
337881,-29.30
337994,-29.80
338107,-29.90
338220,-29.40
338333,-29.80
338446,-29.30
338559,-29.20
338672,-29.40
338785,-35.10
338898,-34.60
339011,-29.40
339124,-29.10
339237,-29.30
339350,-34.20
339463,-29.30
339576,-33.80
339689,-29.30
339802,-35.10
339915,-35.30
340028,-33.90
340141,-29.80
340254,-33.90
340367,-29.50
340480,-29.60
340593,-29.50
340706,-38.30
340819,-35.10
340932,-29.30
341045,-33.80
341158,-34.90
341271,-29.50
341384,-29.30
341497,-29.50
341610,-29.50
341723,-35.40
341836,-29.40
341949,-35.10
342062,-29.90
342175,-33.20
342288,-34.70
342401,-35.30
342514,-33.90
342627,-29.10
342740,-35.00
342853,-29.70
342966,-29.70
343079,-34.10
343192,-30.70
343305,-29.30
343418,-29.80
343531,-29.20
343644,-29.60
343757,-29.50
343870,-29.50
343983,-35.30
344096,-29.40
344209,-35.10
344322,-29.50
344435,-34.10
344548,-29.90
344661,-34.10
344774,-33.80
344887,-33.30
345000,-34.20
345113,-34.20
345226,-29.80
345339,-29.20
345452,-34.20
345565,-33.30
345678,-30.00
345791,-29.30
345904,-33.90
346017,-29.20
346130,-29.40
346243,-29.30
346356,-29.40
346469,-29.30
346582,-33.70
346695,-33.70
346808,-34.70
346921,-29.20
347034,-29.20
347147,-29.40
347260,-35.30
347373,-29.20
347486,-29.50
347599,-35.30
347712,-29.70
347825,-38.10
347938,-33.10
348051,-29.30
348164,-33.80
348277,-32.80
348390,-30.70
348503,-29.40
348616,-32.50
348729,-34.30
348842,-29.30
348955,-29.50
349068,-29.60
349181,-29.20
349294,-29.40
349407,-29.20
349520,-33.90
349633,-29.60
349746,-35.30
349859,-29.30
349972,-29.40
350085,-29.50
350198,-31.50
350311,-34.70
350424,-34.10
350537,-29.60
350650,-34.10
350763,-35.20
350876,-33.30
350989,-34.40
351102,-35.00
351215,-29.60
351328,-29.60
351441,-33.90
351554,-29.40
351667,-29.30
351780,-35.30
351893,-33.70
352006,-29.30
352119,-29.40
352232,-30.80
352345,-35.00
352458,-29.50
352571,-35.20
352684,-32.20
352797,-29.40
352910,-29.30
353023,-29.40
353136,-33.90
353249,-29.20
353362,-35.20
353475,-34.60
353588,-29.80
353701,-34.90
353814,-29.50
353927,-33.80
354040,-33.80
354153,-29.30
354266,-35.20
354379,-30.70
354492,-29.20
354605,-29.70
354718,-34.60
354831,-34.10
354944,-29.20
355057,-33.70
355170,-29.10
355283,-34.70
355396,-32.40
355509,-29.80
355622,-29.40
355735,-29.80
355848,-29.50
355961,-29.50
356074,-35.30
356187,-33.90
356300,-34.30
356413,-29.50
356526,-29.30
356639,-33.80
356752,-34.30
356865,-33.80
356978,-33.90
357091,-34.50
357204,-33.30
357317,-29.40
357430,-30.00
357543,-35.20
357656,-30.00
357769,-29.30
357882,-35.30
357995,-29.80
358108,-29.80
358221,-29.40
358334,-34.90
358447,-29.30
358560,-29.80
358673,-29.30
358786,-29.30
358899,-35.30
359012,-35.10
359125,-29.70
359238,-29.60
359351,-29.60
359464,-29.40
359577,-33.30
359690,-36.80
359803,-38.30
359916,-35.40
360029,-35.30
360142,-35.30
360255,-29.50
360368,-29.90
360481,-29.40
360594,-29.30
360707,-29.40
360820,-29.70
360933,-29.30
361046,-34.50
361159,-29.60
361272,-29.30
361385,-35.10
361498,-32.50
361611,-29.50
361724,-29.50
361837,-29.30
361950,-35.20
362063,-35.40
362176,-35.30
362289,-35.00
362402,-33.70
362515,-29.40
362628,-33.90
362741,-29.60
362854,-29.30
362967,-38.40
363080,-29.40
363193,-29.50
363306,-34.20
363419,-34.40
363532,-29.50
363645,-34.90
363758,-29.60
363871,-35.40
363984,-32.00
364097,-29.50
364210,-29.20
364323,-29.80
364436,-29.20
364549,-29.10
364662,-35.50
364775,-29.60
364888,-29.80
365001,-35.70
365114,-33.70
365227,-29.30
365340,-29.30
365453,-38.70
365566,-38.60
365679,-29.50
365792,-35.10
365905,-29.40
366018,-32.60
366131,-34.10
366244,-29.30
366357,-29.40
366470,-29.60
366583,-29.80
366696,-29.50
366809,-29.20
366922,-34.10
367035,-35.20
367148,-29.80
367261,-29.50
367374,-29.50
367487,-35.00
367600,-37.60
367713,-38.30
367826,-31.80
367939,-29.50
368052,-35.30
368165,-29.60
368278,-29.70
368391,-35.10
368504,-29.30
368617,-29.30
368730,-34.80
368843,-29.20
368956,-34.40
369069,-33.90
369182,-29.40
369295,-29.80
369408,-34.60
369521,-33.70
369634,-29.60
369747,-29.70
369860,-33.80
369973,-33.70
370086,-33.80
370199,-29.20
370312,-33.70
370425,-29.50
370538,-34.80
370651,-29.40
370764,-34.40
370877,-29.30
370990,-35.20
371103,-34.40
371216,-29.60
371329,-35.30
371442,-29.30
371555,-29.30
371668,-38.80
371781,-29.50
371894,-33.90
372007,-33.80
372120,-29.50
372233,-29.50
372346,-29.40
372459,-29.20
372572,-33.70
372685,-29.40
372798,-33.50
372911,-29.40
373024,-29.60
373137,-29.50
373250,-33.70
373363,-33.60
373476,-34.40
373589,-33.80
373702,-29.40
373815,-33.90
373928,-29.70
374041,-29.30
374154,-33.80
374267,-34.10
374380,-29.30
374493,-35.60
374606,-29.30
374719,-29.40
374832,-35.40
374945,-35.30
375058,-34.80
375171,-29.50
375284,-29.40
375397,-33.80
375510,-34.40
375623,-32.50
375736,-34.10
375849,-33.80
375962,-35.20
376075,-32.60
376188,-34.70
376301,-29.40
376414,-29.40
376527,-33.80
376640,-34.90
376753,-35.20
376866,-33.80
376979,-29.30
377092,-35.30
377205,-33.80
377318,-34.70
377431,-29.50
377544,-29.50
377657,-29.50
377770,-29.40
377883,-35.20
377996,-35.20
378109,-29.40
378222,-29.30
378335,-35.10
378448,-33.80
378561,-34.80
378674,-34.20
378787,-33.80
378900,-29.60
379013,-35.30
379126,-29.30
379239,-34.20
379352,-33.70
379465,-29.30
379578,-35.30
379691,-29.40
379804,-38.30
379917,-38.20
380030,-35.30
380143,-29.60
380256,-29.30
380369,-29.40
380482,-38.30
380595,-38.10
380708,-30.00
380821,-35.20
380934,-35.50
381047,-32.40
381160,-33.90
381273,-33.80
381386,-29.60
381499,-29.30
381612,-33.80
381725,-29.40
381838,-29.80
381951,-29.30
382064,-34.10
382177,-29.50
382290,-29.90
382403,-33.70
382516,-29.30
382629,-35.00
382742,-29.20
382855,-35.40
382968,-29.90
383081,-32.20
383194,-34.70
383307,-35.30
383420,-29.70
383533,-32.60
383646,-35.30
383759,-35.20
383872,-29.50
383985,-29.30
384098,-29.60
384211,-35.00
384324,-34.00
384437,-34.20
384550,-29.20
384663,-37.80
384776,-38.30
384889,-29.40
385002,-33.50
385115,-29.50
385228,-29.80
385341,-29.30
385454,-35.00
385567,-29.40
385680,-33.80
385793,-35.10
385906,-29.30
386019,-31.60
386132,-29.90
386245,-29.60
386358,-34.90
386471,-33.40
386584,-33.90
386697,-29.50
386810,-35.40
386923,-34.70
387036,-35.20
387149,-29.40
387262,-31.40
387375,-34.20
387488,-30.00
387601,-29.40
387714,-29.30
387827,-33.70
387940,-29.60
388053,-29.50
388166,-29.50
388279,-33.80
388392,-29.30
388505,-29.30
388618,-33.50
388731,-29.30
388844,-29.40
388957,-29.40
389070,-29.60
389183,-29.30
389296,-33.60
389409,-35.30
389522,-34.60
389635,-31.50
389748,-33.40
389861,-29.50
389974,-38.40
390087,-29.50
390200,-33.50
390313,-29.30
390426,-29.40
390539,-33.90
390652,-29.50
390765,-29.60
390878,-31.10
390991,-35.30
391104,-30.90
391217,-29.30
391330,-29.10
391443,-33.50
391556,-35.20
391669,-29.50
391782,-29.50
391895,-29.60
392008,-30.00
392121,-29.20
392234,-29.20
392347,-29.40
392460,-29.40
392573,-29.20
392686,-35.40
392799,-29.30
392912,-29.70
393025,-29.40
393138,-34.10
393251,-29.40
393364,-35.00
393477,-29.60
393590,-29.40
393703,-29.30
393816,-38.50
393929,-38.20
394042,-33.70
394155,-28.80
